number,type,name,Lng,Lat
467,跨区常规公交线路,地铁钟宅站站点,118.1587841,24.52945831
468,跨区常规公交线路,地铁马青路站站点,118.0250909,24.49689515
469,跨区常规公交线路,坂上社站点,118.1408326,24.52485815
470,轨道交通线路,坂尚[地铁]站点,118.1418361,24.52190143
471,岛内常规公交线路,坂尚站点,118.1418361,24.52190143
472,岛内常规公交线路,坂美公园站点,118.1771918,24.51972569
473,岛内常规公交线路,坂美村站点,118.1779663,24.52523478
474,跨区常规公交线路,坑内村口站点,117.9579395,24.60562779
475,跨区常规公交线路,坑内路口站点,118.0935699,24.4614165
476,跨区常规公交线路,坑坪路站点,117.9647995,24.60387906
,,,,
478,跨区常规公交线路,城南站点,118.1346483,24.70592585
479,跨区常规公交线路,城场站点,118.2079108,24.63083618
480,岛内常规公交线路,城市职业学院南站点,118.1589893,24.46251088
481,岛内常规公交线路,城市职业学院站点,118.1610473,24.46495015
482,跨区常规公交线路,城西站点,118.1370907,24.72950535
483,跨区常规公交线路,埔后路口站点,118.1995936,24.71451032
484,跨区常规公交线路,埭头溪站点,118.0139381,24.49209559
485,跨区常规公交线路,埭辽站点,118.133939,24.53603975
486,岛内常规公交线路,埭辽路口站点,118.1316993,24.53783272
,,,,
488,跨区常规公交线路,塔埔北站点,118.1914548,24.48946471
489,岛内常规公交线路,塔埔社区站点,118.1884794,24.49888308
490,定制公交线路,塔埔路口站点,118.1880082,24.49986042
491,空港快线,塔头站点,118.1378836,24.43434176
492,岛内常规公交线路,塘边2站点,118.1209579,24.50456819
493,轨道交通线路,塘边[地铁]站点,118.1209579,24.50456819
494,跨区常规公交线路,塘边站点,118.1209579,24.50456819
495,岛内常规公交线路,墩上公交场站站点,118.0675802,24.4667071
496,岛内常规公交线路,墩岭路口站点,118.1552869,24.53706968
497,岛内常规公交线路,复旦中山厦门医院站点,118.1577815,24.5166499
498,岛内常规公交线路,夏商水产交易中心站点,118.1027283,24.54538815
499,跨区常规公交线路,外国语学校海沧校区站点,118.0328346,24.45821987
500,岛内常规公交线路,外国语学校瑞景分校站点,118.1492684,24.47871796
501,跨区常规公交线路,外国语学校站点,118.0872724,24.48045052
502,岛内常规公交线路,外贸新村站点,118.0781251,24.4472369
,,,,
504,跨区常规公交线路,大同东宅站点,118.1791745,24.72011061
505,岛内常规公交线路,大同中学前埔校区站点,118.164201,24.46782259
506,跨区常规公交线路,大同中心小学站点,118.1296976,24.74305176
507,岛内常规公交线路,大同路站点,118.0681884,24.45803786
508,跨区常规公交线路,大埕公园站点,117.992163,24.48097717
509,跨区常规公交线路,大学城站点,118.0875784,24.43927897
510,跨区常规公交线路,大学康城总站站点,118.0190351,24.59617046
511,跨区常规公交线路,大学康城站点,118.0190351,24.59617046
512,跨区常规公交线路,大屏山公交场站站点,118.0675802,24.4667071
513,漳州城际公交线路,大庵站点,117.9226817,24.55684706
,,,,
515,跨区常规公交线路,大生里站点,118.0803326,24.44860979
516,跨区常规公交线路,大路墘站点,117.9838414,24.61062207
517,跨区常规公交线路,天凤路口站点,118.1023551,24.59884492
518,跨区常规公交线路,天地花园站点,118.1273606,24.50005318
519,岛内常规公交线路,天安工业站点,118.1046952,24.51778194
,,,,
521,轨道交通线路,天水路[地铁]站点,118.0584114,24.6322792
522,跨区常规公交线路,天水路站点,118.0584114,24.6322792
523,岛内常规公交线路,天湖苑站点,118.0858508,24.47201054
,,,,
525,岛内常规公交线路,太古公司站点,118.1343266,24.53873561
526,跨区常规公交线路,太古宿舍站点,118.1293141,24.53045963
527,跨区常规公交线路,太湖新城站点,118.08562,24.46907711
528,跨区常规公交线路,太薇山庄站点,118.1431001,24.50586545
529,岛内常规公交线路,太薇花园站点,118.1413696,24.50008079
530,岛内常规公交线路,奔马新村站点,118.1028997,24.47249846
531,差异化公交线路,妇幼保健院站点,118.0764542,24.45289117
532,跨区常规公交线路,孙厝站点,118.2533107,24.64611504
533,跨区常规公交线路,孙厝路口2站点,118.0962863,24.58753971
534,跨区常规公交线路,孙厝路口站点,118.0955419,24.58706159
535,跨区常规公交线路,孚中央公交场站站点,118.0675802,24.4667071
536,跨区常规公交线路,宁店公交场站站点,117.9972055,24.48314619
537,跨区常规公交线路,宁店站点,117.9972055,24.48314619
538,跨区常规公交线路,宁海二里站点,118.0593292,24.56485053
539,跨区常规公交线路,宁海站点,118.0573616,24.56420251
540,轨道交通线路,安兜[地铁]站点,118.2260922,24.57897919
541,岛内常规公交线路,安兜[成功大道]站点,118.1310722,24.521595
542,岛内常规公交线路,安兜站点,118.131506,24.52292877
543,岛内常规公交线路,安岭二路口站点,118.1522782,24.52802921
544,岛内常规公交线路,安平路口站点,118.1066626,24.48447827
545,跨区常规公交线路,宋坂路口站点,118.2406937,24.61586939
546,跨区常规公交线路,宋洋站点,118.2169787,24.57928939
547,岛内常规公交线路,宏山新村站点,118.145693,24.50702598
548,轨道交通线路,官任[地铁]站点,118.1332455,24.4949475
549,跨区常规公交线路,官浔村口站点,118.1442058,24.65718617
550,跨区常规公交线路,宜兴路口站点,118.0241159,24.5737341
551,岛内常规公交线路,宜宾北路口站点,118.0933502,24.51164431
552,跨区常规公交线路,宝龙一城公交场站站点,118.1222921,24.49151078
553,岛内常规公交线路,宝龙中心站点,118.1133825,24.51835173
554,差异化公交线路,实验小学站点,118.1379241,24.51310306
555,岛内常规公交线路,实验幼儿园站点,118.0949173,24.57657187
556,跨区常规公交线路,富全钢铁站点,118.0329571,24.55935612
557,跨区常规公交线路,富雅国际站点,118.1150663,24.48358125
558,岛内常规公交线路,寨上公交场站站点,118.0675802,24.4667071
559,岛内常规公交线路,寨上小学站点,118.0945718,24.52557009
560,岛内常规公交线路,寨上村口站点,118.0963907,24.52784454
561,岛内常规公交线路,寨上社区站点,118.090134,24.50969026
562,岛内常规公交线路,寨上站点,118.098208,24.52696576
563,跨区常规公交线路,寨阳村口站点,118.1685724,24.74379839
564,跨区常规公交线路,寨阳站点,118.1726638,24.7421592
565,轨道交通线路,将军祠[地铁]站点,118.1332455,24.4949475
566,岛内常规公交线路,将军祠站点,118.0948624,24.46340892
567,轨道交通线路,小东山[地铁]站点,118.1219157,24.51681086
568,跨区常规公交线路,小东山站点,118.1219157,24.51681086
569,岛内常规公交线路,小白鹭艺术中心站点,118.1154536,24.43112395
570,跨区常规公交线路,小西门站点,118.1441469,24.73799023
,,,,
572,跨区常规公交线路,尚忠站点,118.1438786,24.52300896
,,,,
574,岛内常规公交线路,展鸿南路站点,118.1789924,24.47507752
575,跨区常规公交线路,山仰站点,117.9820364,24.47047192
,,,,
577,跨区常规公交线路,山后张路口站点,118.0182844,24.56337041
578,岛内常规公交线路,屿后北里站点,118.1146908,24.49693095
579,岛内常规公交线路,屿后南里站点,118.1156554,24.49452745
580,岛内常规公交线路,岐山北二路站点,118.1408178,24.53513229
581,岛内常规公交线路,岐山路口站点,118.1532211,24.53248842
582,跨区常规公交线路,岑尾路口站点,118.0300726,24.56010041
583,轨道交通线路,岩内[地铁]站点,118.0644599,24.64722482
584,岛内常规公交线路,岩前路口站点,118.1618345,24.46222715
585,跨区常规公交线路,岭上站点,118.0317734,24.45188233
586,岛内常规公交线路,岭下东路口站点,118.1581562,24.53427668
587,轨道交通线路,岭兜[地铁]站点,118.1332455,24.4949475
588,跨区常规公交线路,岭兜一里站点,118.1758674,24.47926844
589,跨区常规公交线路,岭兜二里站点,118.1716145,24.48312611
590,跨区常规公交线路,岭兜佳园站点,118.1710939,24.48808591
591,岛内常规公交线路,岭南里站点,118.1344123,24.50377247
592,跨区常规公交线路,岳口小区站点,118.1574558,24.72570965
593,定制公交线路,岳阳小区站点,118.0905834,24.49256778
594,跨区常规公交线路,崎沟站点,118.0534055,24.6259493
595,跨区常规公交线路,嵩屿中路站点,118.0312032,24.45849098
596,跨区常规公交线路,嵩屿公交场站站点,118.0675802,24.4667071
597,跨区常规公交线路,嵩屿农行站点,118.0329195,24.45646034
598,跨区常规公交线路,工业园服务中心站点,118.1548545,24.65382296
599,跨区常规公交线路,工业集中区站点,118.1342214,24.69219472
600,跨区常规公交线路,工商旅游学校站点,118.0810633,24.63121545
601,岛内常规公交线路,市交通局站点,118.137407,24.7349905
602,岛内常规公交线路,市儿童医院站点,118.1069072,24.50865894
603,岛内常规公交线路,市康复医院站点,118.1152005,24.49818758
604,岛内常规公交线路,市总工会旧址站点,118.0729763,24.45933624
605,岛内常规公交线路,市政务服务中心站点,118.1546768,24.51750329
606,岛内常规公交线路,市政府站点,118.084342,24.48172568
607,岛内常规公交线路,市政府西站点,118.084342,24.48172568
608,跨区常规公交线路,市火炬幼儿园站点,118.1218127,24.5133283
609,跨区常规公交线路,市运动训练中心站点,118.1652863,24.65734442
610,岛内常规公交线路,市金融中心站点,118.1853355,24.47756434
611,岛内常规公交线路,市音乐学校站点,118.1803082,24.52342986
612,跨区常规公交线路,布塘中路＊站点,118.2158824,24.74427441
613,跨区常规公交线路,布塘站点,118.2215705,24.74759059
,,,,
615,岛内常规公交线路,干休二所站点,118.0852649,24.45565083
616,跨区常规公交线路,平阳里站点,118.0869174,24.61785872
617,跨区常规公交线路,广兴南路口站点,118.0201511,24.57076175
618,岛内常规公交线路,广电中心站点,118.0933143,24.579453
619,跨区常规公交线路,店上站点,118.1705458,24.46978889
620,跨区常规公交线路,店仔站点,118.2259301,24.74799597
621,跨区常规公交线路,庵边路口站点,118.2291007,24.67706434
622,岛内常规公交线路,康乐二小站点,118.1143204,24.50939537
623,岛内常规公交线路,康乐站点,118.1144918,24.50770029
624,跨区常规公交线路,康浔村站点,118.1730285,24.7163884
625,轨道交通线路,建业路[地铁]站点,118.0788648,24.47771987
626,岛内常规公交线路,建业路站点,118.0788648,24.47771987
627,跨区常规公交线路,建兴路站点,118.0831371,24.47970687
628,岛内常规公交线路,开元街道站点,118.0898048,24.47012228
629,跨区常规公交线路,开禾路口站点,118.0699849,24.46054337
630,跨区常规公交线路,弘爱医院·厦心医院站点,118.1662643,24.50907283
631,岛内常规公交线路,弘爱医院北门站点,118.1662643,24.50907283
632,跨区常规公交线路,彭美站点,118.2092585,24.74114604
633,跨区常规公交线路,影视城站点,118.1602452,24.74704049
634,岛内常规公交线路,徐厝站点,118.0965086,24.51643517
635,岛内常规公交线路,忠仑站点,118.1447379,24.49173617
636,跨区常规公交线路,思北路口站点,118.0746004,24.46110415
637,岛内常规公交线路,思明二实小站点,118.1013861,24.46180502
638,差异化公交线路,思明交警站点,118.1133375,24.43404674
639,岛内常规公交线路,思明人武部站点,118.1505278,24.47401842
640,岛内常规公交线路,思明区政府站点,118.0776752,24.44812838
641,岛内常规公交线路,思明法院站点,118.1121507,24.47773888
642,岛内常规公交线路,怡景花园站点,118.1069335,24.51838521
643,岛内常规公交线路,恒盛大厦站点,118.1555288,24.53233061
644,岛内常规公交线路,悦华公寓站点,118.1029045,24.51678001
645,岛内常规公交线路,悦华路口站点,118.112212,24.5168176
646,岛内常规公交线路,悦华路后浦站点,118.1093744,24.51735361
647,跨区常规公交线路,悦美筼筜站点,118.0422488,24.56139775
648,跨区常规公交线路,惠佐站点,117.9834026,24.52670695
649,漳州城际公交线路,慈济东宫站点,117.9702858,24.48818572
650,跨区常规公交线路,打铁行站点,118.1489336,24.73085792
651,跨区常规公交线路,报业大厦站点,118.1302295,24.49458419
652,空港快线,招商局芯云谷站点,118.0707266,24.48706707
653,漳州城际公交线路,招商水务站点,118.0494829,24.5647533
654,漳州城际公交线路,招商物流站点,118.1272534,24.7079905
655,跨区常规公交线路,拥军路口站点,118.0582103,24.51317382
656,跨区常规公交线路,数字经济产业园站点,118.22834,24.64606209
657,跨区常规公交线路,文兴东路站点,118.1716306,24.46916983
658,定制公交线路,文化宫站点,118.046373,24.56521343
659,岛内常规公交线路,文化艺术中心南站点,118.1061246,24.49071593
660,跨区常规公交线路,文化艺术中心站点,118.0246017,24.48931333
661,跨区常规公交线路,文华苑站点,118.0470158,24.56690727
662,岛内常规公交线路,文园公寓站点,118.1031457,24.46184571
663,岛内常规公交线路,文塔站点,118.0984765,24.46685207
664,差异化公交线路,文屏山庄站点,118.1110084,24.46122117
665,岛内常规公交线路,文屏站点,118.1016879,24.46858432
666,岛内常规公交线路,文屏路站点,118.1122794,24.45709038
667,跨区常规公交线路,文康路口站点,118.0485323,24.56649626
668,岛内常规公交线路,文曾花苑站点,118.1163093,24.44007857
669,跨区常规公交线路,文滨花园站点,118.0537264,24.56600569
670,轨道交通线路,文灶[地铁]站点,118.1132121,24.47864487
671,差异化公交线路,文灶站点,118.0980761,24.46854628
672,岛内常规公交线路,斗西路口站点,118.0806562,24.46746506
673,跨区常规公交线路,新丰三路口站点,118.115166,24.51737814
674,岛内常规公交线路,新丰路站点,118.1211975,24.51592696
675,跨区常规公交线路,新兴街南站点,118.2409615,24.60639409
676,差异化公交线路,新华路口站点,118.0796569,24.4593842
677,跨区常规公交线路,新圩中心小学站点,118.2508757,24.7418176
678,跨区常规公交线路,新圩邮局站点,118.2468557,24.74115323
679,轨道交通线路,新垵[地铁]站点,117.9958111,24.53005881
680,跨区常规公交线路,新垵村站点,118.2994183,24.67385411
681,跨区常规公交线路,新娘山站点,118.2550875,24.66467739
682,跨区常规公交线路,新店东站点,118.2444964,24.63381619
683,跨区常规公交线路,新店公交场站站点,118.2444964,24.63381619
684,跨区常规公交线路,新店山前站点,118.2444964,24.63381619
685,跨区常规公交线路,新店站点,118.2444964,24.63381619
686,漳州城际公交线路,新村社路口站点,118.0167567,24.64351128
687,跨区常规公交线路,新民南山站点,118.0618912,24.67719604
688,跨区常规公交线路,新民卫生院站点,118.1266328,24.71477539
689,跨区常规公交线路,新民后垵站点,118.1158273,24.70828785
690,跨区常规公交线路,新民塘边站点,118.1158273,24.70828785
691,跨区常规公交线路,新民西塘社区站点,118.1008049,24.70797843
692,跨区常规公交线路,新民镇政府站点,118.1306644,24.71587368
693,跨区常规公交线路,新泉站点,118.186175,24.73927102
,,,,
695,跨区常规公交线路,新源路口站点,118.0230786,24.57185977
696,跨区常规公交线路,新源路站点,118.0230786,24.57185977
,,,,
698,跨区常规公交线路,新西桥站点,118.1366996,24.73311153
699,跨区常规公交线路,新阳保障房二期站点,118.3816937,24.56076514
700,跨区常规公交线路,新阳大厦站点,118.0085847,24.53473981
701,轨道交通线路,新阳大道[地铁]站点,118.0100721,24.54048902
702,跨区常规公交线路,新阳派出所站点,118.0054218,24.53021774
703,跨区常规公交线路,新阳站点,118.3816937,24.56076514
704,跨区常规公交线路,新阳西公交场站站点,118.3816937,24.56076514
705,跨区常规公交线路,新霞站点,118.2102535,24.70860408
706,跨区常规公交线路,新顺路口站点,117.967265,24.52308283
707,跨区常规公交线路,方特旅游区站点,118.1692856,24.68174564
708,岛内常规公交线路,旗山站点,118.1037488,24.53748978
709,跨区常规公交线路,日东公园站点,118.0310381,24.56385327
710,跨区常规公交线路,日东新村站点,118.0345291,24.56679889
711,跨区常规公交线路,日圆二里站点,118.1558647,24.51740246
712,跨区常规公交线路,日新路口站点,118.0338919,24.56159202
713,跨区常规公交线路,旭日海湾站点,118.042165,24.49089067
714,跨区常规公交线路,明发园站点,118.1711482,24.48549161
715,跨区常规公交线路,明发新城站点,118.1739794,24.47003038
716,岛内常规公交线路,明发海景苑站点,118.1742694,24.46534011
717,跨区常规公交线路,明达北门站点,118.0128077,24.52582538
718,跨区常规公交线路,春江里站点,118.2437429,24.63510118
719,岛内常规公交线路,普利大厦站点,118.086265,24.47008208
720,空港快线,曾厝垵(空港快线站)站点,118.1099408,24.43733683
721,跨区常规公交线路,曾厝垵站点,118.1099408,24.43733683
722,差异化公交线路,曾厝垵西路站点,118.1127825,24.43740197
,,,,
724,差异化公交线路,曾山站点,118.1275161,24.42724144
725,跨区常规公交线路,月浦路站点,118.0427337,24.56309884
726,岛内常规公交线路,望海路东站点,118.1803126,24.49004932
727,岛内常规公交线路,望海路西站点,118.1803126,24.49004932
728,跨区常规公交线路,朝拜埔站点,118.2156438,24.70429237
729,跨区常规公交线路,未来海岸站点,118.0301932,24.46301235
730,岛内常规公交线路,未来电影世界站点,118.1162974,24.5493747
731,岛内常规公交线路,机场北路嘉崇路口站点,118.1328202,24.55691717
732,跨区常规公交线路,机械工程学院站点,118.0917063,24.56989937
733,跨区常规公交线路,李林小学站点,117.9971067,24.62412934
734,跨区常规公交线路,李林站点,117.9945354,24.61984405
735,跨区常规公交线路,杏东小学站点,118.0588335,24.56841756
736,跨区常规公交线路,杏北二路站点,118.0388479,24.58286788
737,跨区常规公交线路,杏北六里站点,118.0462887,24.58536901
738,跨区常规公交线路,杏北小学站点,118.0267757,24.5824706
739,定制公交线路,杏北社区站点,118.0348419,24.57452871
740,跨区常规公交线路,杏北购物广场站点,118.0355297,24.58458773
741,跨区常规公交线路,杏北路站点,118.0375842,24.57214505
742,跨区常规公交线路,杏北锦园小区站点,118.0273166,24.58072907
743,跨区常规公交线路,杏南中学杏南校区站点,118.036522,24.56519601
744,跨区常规公交线路,杏南公交场站站点,118.0675802,24.4667071
745,跨区常规公交线路,杏南路达站点,118.0358297,24.56109831
746,跨区常规公交线路,杏林仰后站点,118.0369758,24.56786015
747,跨区常规公交线路,杏林工人文化宫站点,118.0462213,24.56523974
748,跨区常规公交线路,杏林文体中心站点,118.0502576,24.56594194
749,轨道交通线路,杏林村[地铁]站点,118.0511186,24.57483
750,跨区常规公交线路,杏林村站点,118.0511186,24.57483
751,跨区常规公交线路,杏林正新站点,118.0369758,24.56786015
752,跨区常规公交线路,杏林消防站点,118.0369758,24.56786015
753,跨区常规公交线路,杏林湾营运中心站点,118.0584608,24.598366
754,跨区常规公交线路,杏滨派出所站点,118.0283067,24.58767791
755,跨区常规公交线路,杏滨街道站点,118.0361507,24.56612896
756,轨道交通线路,杏锦路[地铁]站点,118.0432677,24.59127762
757,岛内常规公交线路,松柏中学站点,118.1139711,24.4926707
758,岛内常规公交线路,松柏公园站点,118.1190847,24.49367964
759,岛内常规公交线路,松柏汇成站点,118.1156444,24.49451344
760,岛内常规公交线路,松柏站点,118.1156444,24.49451344
761,跨区常规公交线路,松霖科技站点,117.9758021,24.51759818
762,岛内常规公交线路,枋湖东路穆厝站点,118.1513632,24.51108547
763,跨区常规公交线路,枋湖文旅中心站点,118.1340197,24.51378523
764,岛内常规公交线路,枋湖村站点,118.136984,24.51359267
765,岛内常规公交线路,枋湖蔡坑路口站点,118.1472749,24.51774911
766,岛内常规公交线路,枋湖西路站点,118.1368296,24.51453255
767,轨道交通线路,林前[地铁]站点,118.0535544,24.59640795
768,跨区常规公交线路,林前站点,118.2281107,24.57654837
769,岛内常规公交线路,林后北里站点,118.1331235,24.53310725
770,跨区常规公交线路,林后站点,118.0665894,24.75268932
771,岛内常规公交线路,果品交易市场站点,118.1133906,24.54406363
772,跨区常规公交线路,柯达站点,117.9844908,24.5233393
773,跨区常规公交线路,桐梓新村站点,118.2399861,24.67552466
774,跨区常规公交线路,桐梓站点,118.2421231,24.67834393
,,,,
,,,,
777,岛内常规公交线路,梅阳花园站点,118.127877,24.50752988
778,跨区常规公交线路,梧侣下边站点,118.2106181,24.65237976
779,跨区常规公交线路,梧侣公交场站站点,118.0675802,24.4667071
780,跨区常规公交线路,梧侣大社站点,118.1003724,24.57104453
781,跨区常规公交线路,梧侣站点,118.1177612,24.69340826
782,跨区常规公交线路,梧村公交场站站点,118.0675802,24.4667071
783,岛内常规公交线路,梧村小学站点,118.1075627,24.47021245
784,岛内常规公交线路,梧村小学＊站点,118.1075627,24.47021245
785,岛内常规公交线路,梧村车站(内道)站点,118.1110546,24.47333632
786,岛内常规公交线路,梧村车站(外道①)站点,118.1110546,24.47333632
787,差异化公交线路,梧村车站(外道②)站点,118.1112559,24.47329446
788,跨区常规公交线路,梧村车站站点,118.1110546,24.47333632
789,岛内常规公交线路,梧桐站点,118.1983957,24.70604889
790,跨区常规公交线路,梵天寺站点,118.1535639,24.74316442
791,岛内常规公交线路,植物园东门站点,118.0925407,24.45680267
792,差异化公交线路,植物园南门站点,118.1047651,24.45048835
793,岛内常规公交线路,植物园站点,118.0925407,24.45680267
794,差异化公交线路,椰风寨站点,118.1570026,24.44532297
795,岛内常规公交线路,槟榔新村站点,118.106946,24.48412637
796,岛内常规公交线路,槟榔路口站点,118.1076316,24.48650215
797,岛内常规公交线路,槟榔路站点,118.1076316,24.48650215
798,岛内常规公交线路,欣华花园站点,118.1038777,24.51326098
,,,,
800,跨区常规公交线路,正新实业站点,117.9664831,24.52132973
801,跨区常规公交线路,正顺花园站点,117.9908525,24.52662649
802,轨道交通线路,殿前[地铁]站点,118.1055583,24.5287857
803,岛内常规公交线路,殿前一组站点,118.1044071,24.5294602
804,跨区常规公交线路,殿前一路站点,118.1007006,24.5301888
805,岛内常规公交线路,殿前二组站点,118.1044071,24.5294602
806,岛内常规公交线路,殿前五组站点,118.1044071,24.5294602
807,岛内常规公交线路,殿前北站社区站点,118.1070035,24.533245
808,岛内常规公交线路,殿前四组站点,118.1044071,24.5294602
809,岛内常规公交线路,殿前村口站点,118.1063048,24.53270254
810,岛内常规公交线路,殿前社区医院站点,118.1181182,24.43768382
811,岛内常规公交线路,殿前站点,118.1044071,24.5294602
812,岛内常规公交线路,殿前街道站点,118.1007951,24.52506124
813,岛内常规公交线路,殿前铁路家园站点,118.106585,24.53384182
814,跨区常规公交线路,民安大道西炉站点,118.1785291,24.67493403
815,跨区常规公交线路,民安洪坑站点,118.2260728,24.68355123
816,岛内常规公交线路,民族路站点,118.0783771,24.44627455
817,跨区常规公交线路,水云湾小区站点,118.030204,24.46665697
818,岛内常规公交线路,水产交易市场站点,118.1139644,24.54382008
819,跨区常规公交线路,水岸名筑站点,118.0237333,24.46938243
820,跨区常规公交线路,永祥新城站点,118.0414245,24.62895803
821,跨区常规公交线路,汇景广场站点,118.240359,24.62252553
822,跨区常规公交线路,汇景新城中心站点,118.23888,24.62287424
823,跨区常规公交线路,江华里站点,118.1233854,24.49977025
824,轨道交通线路,江头[地铁]站点,118.1285831,24.49660327
825,岛内常规公交线路,江头后埔二路站点,118.1415521,24.49908594
826,岛内常规公交线路,江头市场站点,118.127974,24.49576435
827,跨区常规公交线路,江头花园站点,118.1236137,24.50152777
828,岛内常规公交线路,沙坡尾站点,118.0836009,24.44045155
829,差异化公交线路,沙坡尾艺术西区站点,118.0836009,24.44045155
830,跨区常规公交线路,沙美路口站点,118.3154781,24.60870242
831,漳州城际公交线路,沧林路口站点,118.0305342,24.49422158
832,跨区常规公交线路,沧江会展站点,118.0300234,24.49346277
833,定制公交线路,泗水道站点,118.1817249,24.53414065
834,跨区常规公交线路,泥山站点,118.1402955,24.70461265
835,跨区常规公交线路,泰和花园站点,118.1345872,24.49614464
836,跨区常规公交线路,泰地站点,118.0415507,24.48368789
,,,,
838,漳州城际公交线路,泰山路口站点,118.0724128,24.45557507
839,跨区常规公交线路,洋塘站点,118.2400501,24.57613526
840,跨区常规公交线路,洋宅站点,118.0123582,24.63384685
841,跨区常规公交线路,洪前社区站点,118.242303,24.59521974
842,岛内常规公交线路,洪厝埔站点,118.1351973,24.456603
843,跨区常规公交线路,洪厝站点,118.1608782,24.76944493
844,轨道交通线路,洪坑[地铁]站点,118.2260728,24.68355123
845,跨区常规公交线路,洪坑岩站点,118.2260728,24.68355123
846,跨区常规公交线路,洪塘中学站点,118.1971995,24.71545263
847,跨区常规公交线路,洪塘头站点,118.127679,24.61381459
848,跨区常规公交线路,洪塘派出所站点,118.1918677,24.71677202
849,岛内常规公交线路,洪山柄北区站点,118.1488612,24.48269389
,,,,
851,岛内常规公交线路,洪文七里站点,118.1536793,24.47568037
852,岛内常规公交线路,洪文中厦国际站点,118.1557518,24.48435256
853,岛内常规公交线路,洪文二路口站点,118.1481359,24.47613955
854,跨区常规公交线路,洪溪中路站点,118.2213866,24.6856985
855,跨区常规公交线路,洪溪南路站点,118.2201511,24.68358146
856,跨区常规公交线路,洪溪路口站点,118.2199065,24.68697715
857,岛内常规公交线路,洪莲中路口站点,118.155805,24.48340451
858,岛内常规公交线路,洪莲中路站点,118.155805,24.48340451
859,岛内常规公交线路,洪莲里站点,118.1563856,24.48021807
860,跨区常规公交线路,浒井西里站点,118.0924209,24.60718049
861,岛内常规公交线路,浦南站点,118.1215008,24.47739667
862,跨区常规公交线路,浦园一里站点,118.2267377,24.56790584
863,跨区常规公交线路,浦园三里站点,118.2245955,24.56213784
864,轨道交通线路,浦边[地铁]站点,118.0610267,24.62867524
865,岛内常规公交线路,浮屿站点,118.071277,24.46242341
,,,,
,,,,
868,跨区常规公交线路,海凤路站点,118.110313,24.59357105
869,岛内常规公交线路,海天码头站点,118.0802414,24.50722045
870,岛内常规公交线路,海天社区站点,118.0969805,24.50807715
871,岛内常规公交线路,海山东渡路口站点,118.0742896,24.48690274
872,岛内常规公交线路,海山东荣广场站点,118.0789869,24.48989472
873,岛内常规公交线路,海山路站点,118.0781671,24.48948619
874,跨区常规公交线路,海岸1号站点,118.0431764,24.4870519
875,岛内常规公交线路,海峡国际社区站点,118.1827823,24.47930009
876,跨区常规公交线路,海投东湖城站点,117.985419,24.52505472
877,跨区常规公交线路,海投站点,117.985419,24.52505472
878,跨区常规公交线路,海晟站点,118.0492803,24.49420565
879,跨区常规公交线路,海沧万科城站点,118.025626,24.5334964
880,跨区常规公交线路,海沧交警站点,118.0252374,24.48606113
881,跨区常规公交线路,海沧人才市场站点,118.0228178,24.47920357
882,跨区常规公交线路,海沧体育中心北门站点,118.0258946,24.4738184
883,跨区常规公交线路,海沧体育中心站点,118.0258946,24.4738184
884,跨区常规公交线路,海沧农场站点,117.9908129,24.49484741
885,跨区常规公交线路,海沧农客站站点,118.0252374,24.48606113
886,跨区常规公交线路,海沧区政府站点,118.0217292,24.4851925
887,跨区常规公交线路,海沧医院东门站点,118.0351151,24.49343516
888,漳州城际公交线路,海沧医院站点,118.0340704,24.49342568
889,轨道交通线路,海沧商务中心[地铁]站点,118.0332907,24.48460324
890,跨区常规公交线路,海沧天虹站点,118.0252374,24.48606113
891,跨区常规公交线路,海沧实验中学站点,118.0325004,24.49899635
892,轮渡线路,海沧嵩鼓码头站点,118.0411913,24.45707312
893,跨区常规公交线路,海沧建行站点,118.0235363,24.47530497
894,跨区常规公交线路,海沧房产站点,118.0252374,24.48606113
895,跨区常规公交线路,海沧教师进修学校站点,118.0303284,24.49844172
896,跨区常规公交线路,海沧枢纽站站点,117.9082195,24.55589582
897,轨道交通线路,海沧湾公园[地铁]站点,118.0488603,24.49007783
898,跨区常规公交线路,海沧湾站点,118.0252374,24.48606113
899,跨区常规公交线路,海沧税务站点,118.0252374,24.48606113
900,轨道交通线路,海沧行政中心[地铁]站点,118.0284813,24.4899952
901,跨区常规公交线路,海沧街道站点,117.9789822,24.4645079
902,漳州城际公交线路,海沧车场站点,118.0252374,24.48606113
903,岛内常规公交线路,海洋学院站点,118.2475993,24.59443872
904,跨区常规公交线路,海洋学院翔安校区南门站点,118.2458587,24.59469885
905,跨区常规公交线路,海洋学院翔安校区站点,118.2458587,24.59469885
906,跨区常规公交线路,海湾公园站点,118.0735478,24.47539053
907,岛内常规公交线路,海滨大厦站点,118.070476,24.45545994
908,漳州城际公交线路,海滨学校站点,118.0990832,24.43498516
909,跨区常规公交线路,海滨小学站点,118.1220118,24.50373924
910,岛内常规公交线路,海燕新村站点,118.1007979,24.47261471
911,跨区常规公交线路,海燕正新站点,117.9746938,24.52182989
,,,,
913,跨区常规公交线路,海裕路站点,118.0345169,24.50014458
914,漳州城际公交线路,海西国际站点,118.1150663,24.48358125
915,差异化公交线路,海韵台站点,118.1483811,24.4391902
916,跨区常规公交线路,涌泉站点,117.9924691,24.62255641
917,跨区常规公交线路,深青公交场站站点,118.0675802,24.4667071
